,year,rank,title,artist
4249,1996,10,Twisted,Keith Sweat
4250,1996,11,C'mon N' Ride It (The Train),Quad City DJ's
4251,1996,12,Missing,Everything but the Girl
4252,1996,13,Ironic,Alanis Morissette
4253,1996,14,Exhale (Shoop Shoop),Whitney Houston
4254,1996,15,Follow You Down,Gin Blossoms
4255,1996,16,Sittin' Up in My Room,Brandy
4256,1996,17,How Do U Want It,2Pac
4257,1996,18,It's All Coming Back to Me Now,Celine Dion
4258,1996,19,Change the World,Eric Clapton
4259,1996,20,Hey Lover,LL Cool J
4260,1996,21,Loungin,LL Cool J
4261,1996,22,Insensitive,Jann Arden
4262,1996,23,Be My Lover,La Bouche
4263,1996,24,Name,Goo Goo Dolls
4264,1996,25,Who Will Save Your Soul,Jewel
4265,1996,26,Where Do You Go,No Mercy
4266,1996,27,I Can't Sleep Baby (If I),R. Kelly
4267,1996,28,Counting Blue Cars,Dishwalla
4268,1996,29,You Learn,Alanis Morissette
4269,1996,30,One of Us,Joan Osborne
4270,1996,31,Wonder,Natalie Merchant
4271,1996,32,Not Gon' Cry,Mary J. Blige
4272,1996,33,Gangsta's Paradise,Coolio
4273,1996,34,Only You,112
4274,1996,35,Down Low (Nobody Has to Know),R. Kelly
4275,1996,36,You're the One,SWV
4276,1996,37,Sweet Dreams,La Bouche
4277,1996,38,Before You Walk Out of My Life,Monica
4278,1996,39,Breakfast at Tiffany's,Deep Blue Something
4279,1996,40,"1, 2, 3, 4 (Sumpin' New)",Coolio
4280,1996,41,The World I Know,Collective Soul
4281,1996,42,No Diggity,Blackstreet
4282,1996,43,Anything,3T
4283,1996,44,1979,The Smashing Pumpkins
4284,1996,45,Diggin' on You,TLC
4285,1996,46,Why I Love You So Much,Monica
4286,1996,47,"""Kissin' You""",Total
4287,1996,48,Count on Me,Whitney Houston
4288,1996,49,Fantasy,Mariah Carey
4289,1996,50,Time,Hootie & the Blowfish
4290,1996,51,You'll See,Madonna
4291,1996,52,Last Night,Az Yet
4292,1996,53,Mouth,Merril Bainbridge
4293,1996,54,"""The Earth, the Sun, the Rain""",Color Me Badd
4294,1996,55,All the Things (Your Man Won't Do),Joe
4295,1996,56,Wonderwall,Oasis
4296,1996,57,Woo Hah!! Got You All in Check,Busta Rhymes
4297,1996,58,Tell Me,Groove Theory
4298,1996,59,Elevators (Me & You),Outkast
4299,1996,60,Hook,Blues Traveler
4300,1996,61,Doin' It,LL Cool J
4301,1996,62,Fastlove,George Michael
4302,1996,63,"Touch Me, Tease Me",Case
4303,1996,64,Tonite's tha Night,Kris Kross
4304,1996,65,Children,Robert Miles
4305,1996,66,Theme from Mission: Impossible,Adam Clayton
4306,1996,67,Closer to Free,BoDeans
4307,1996,68,Just a Girl,No Doubt
4308,1996,69,If Your Girl Only Knew,Aaliyah
4309,1996,70,Lady,D'Angelo
4310,1996,71,Key West Intermezzo (I Saw You First),John Mellencamp
4311,1996,72,Pony,Ginuwine
4312,1996,73,Nobody,Keith Sweat
4313,1996,74,Old Man & Me (When I Get to Heaven),Hootie & the Blowfish
4314,1996,75,If It Makes You Happy,Sheryl Crow
4315,1996,76,As I Lay Me Down,Sophie B. Hawkins
4316,1996,77,"Keep On, Keepin' On",MC Lyte
4317,1996,78,"""Jealousy""",Natalie Merchant
4318,1996,79,I Want to Come Over,Melissa Etheridge
4319,1996,80,Who Do U Love,Deborah Cox
4320,1996,81,Un-Break My Heart,Toni Braxton
4321,1996,82,This Is Your Night,Amber
4322,1996,83,You Remind Me of Something,R. Kelly
4323,1996,84,Runaway,Janet Jackson
4324,1996,85,Set U Free,Planet Soul
4325,1996,86,Hit Me Off,New Edition
4326,1996,87,No One Else,Total
4327,1996,88,My Boo,Ghost Town DJ's
4328,1996,89,Get Money,Junior M.A.F.I.A.
4329,1996,90,That Girl,Maxi Priest
4330,1996,91,Po Pimp,Do or Die
4331,1996,92,Until It Sleeps,Metallica
4332,1996,93,Hay,Crucial Conflict
4333,1996,94,Beautiful Life,Ace of Base
4334,1996,95,Back for Good,Take That
4335,1996,96,I Got Id,Pearl Jam
4336,1996,97,Soon as I Get Home,Faith Evans
4337,1996,98,Macarena,Los del Río
4338,1996,99,Only Wanna Be with You,Hootie & the Blowfish
4339,1996,100,Don't Cry,Seal
4340,1997,,,
4341,1997,1,Candle in the Wind 1997,Elton John
4342,1997,2,You Were Meant for Me,Jewel
4343,1997,3,I'll Be Missing You,Puff Daddy
4344,1997,4,Un-Break My Heart,Toni Braxton
4345,1997,5,Can't Nobody Hold Me Down,Puff Daddy
4346,1997,6,I Believe I Can Fly,R. Kelly
4347,1997,7,Don't Let Go (Love),En Vogue
4348,1997,8,Return of the Mack,Mark Morrison
4349,1997,9,How Do I Live,LeAnn Rimes
4350,1997,10,Wannabe,Spice Girls
4351,1997,11,Quit Playing Games (With My Heart),Backstreet Boys
4352,1997,12,MMMBop,Hanson
4353,1997,13,For You I Will,Monica
4354,1997,14,You Make Me Wanna...,Usher
4355,1997,15,Bitch,Meredith Brooks
4356,1997,16,Nobody,Keith Sweat
4357,1997,17,Semi-Charmed Life,Third Eye Blind
4358,1997,18,Barely Breathing,Duncan Sheik
4359,1997,19,Hard to Say I'm Sorry,Az Yet
4360,1997,20,Mo Money Mo Problems,The Notorious B.I.G.
4361,1997,21,The Freshmen,The Verve Pipe
4362,1997,22,I Want You,Savage Garden
4363,1997,23,No Diggity,Blackstreet
4364,1997,24,I Belong to You (Every Time I See Your Face),Rome
4365,1997,25,Hypnotize,The Notorious B.I.G.
4366,1997,26,Every Time I Close My Eyes,Babyface
4367,1997,27,In My Bed,Dru Hill
4368,1997,28,Say You'll Be There,Spice Girls
4369,1997,29,Do You Know (What It Takes),Robyn
4370,1997,30,4 Seasons of Loneliness,Boyz II Men
4371,1997,31,G.H.E.T.T.O.U.T.,Changing Faces
4372,1997,32,Honey,Mariah Carey
4373,1997,33,I Believe in You and Me,Whitney Houston
4374,1997,34,Da' Dip,Freak Nasty
4375,1997,35,2 Become 1,Spice Girls
4376,1997,36,All for You,Sister Hazel
4377,1997,37,Cupid,112
4378,1997,38,Where Have All the Cowboys Gone?,Paula Cole
4379,1997,39,Sunny Came Home,Shawn Colvin
4380,1997,40,It's Your Love,Tim McGraw
4381,1997,41,Ooh Aah... Just a Little Bit,Gina G
4382,1997,42,Mouth,Merril Bainbridge
4383,1997,43,All Cried Out,Allure
4384,1997,44,I'm Still in Love with You,New Edition
4385,1997,45,Invisible Man,98 Degrees
4386,1997,46,Not Tonight,Lil' Kim
4387,1997,47,Look into My Eyes,Bone Thugs-n-Harmony
4388,1997,48,Get It Together,702
4389,1997,49,All by Myself,Celine Dion
4390,1997,50,It's All Coming Back to Me Now,
4391,1997,51,My Love Is the Shhh!,Somethin' for the People
4392,1997,52,Where Do You Go,No Mercy
4393,1997,53,I Finally Found Someone,Barbra Streisand
4394,1997,54,I'll Be,Foxy Brown
4395,1997,55,If It Makes You Happy,Sheryl Crow
4396,1997,56,Never Make a Promise,Dru Hill
4397,1997,57,When You Love a Woman,Journey
4398,1997,58,Up Jumps da Boogie,Magoo and Timbaland
4399,1997,59,I Don't Want To,Toni Braxton
4400,1997,60,Everyday Is a Winding Road,Sheryl Crow
4401,1997,61,Cold Rock a Party,MC Lyte
4402,1997,62,Pony,Ginuwine
4403,1997,63,Building a Mystery,Sarah McLachlan
4404,1997,64,I Love You Always Forever,Donna Lewis
4405,1997,65,Your Woman,White Town
4406,1997,66,C U When U Get There,Coolio
4407,1997,67,Change the World,Eric Clapton
4408,1997,68,My Baby Daddy,B-Rock and the Bizz
4409,1997,69,Tubthumping,Chumbawamba
4410,1997,70,Gotham City,R. Kelly
4411,1997,71,Last Night,Az Yet
4412,1997,72,ESPN Presents The Jock Jam,"Various Artists
"
4413,1997,73,Big Daddy,Heavy D
4414,1997,74,What About Us,Total
4415,1997,75,Smile,Scarface
4416,1997,76,What's on Tonight,Montell Jordan
4417,1997,77,Secret Garden,Bruce Springsteen
4418,1997,78,The One I Gave My Heart To,Aaliyah
4419,1997,79,Fly Like an Eagle,Seal
4420,1997,80,No Time,Lil' Kim
4421,1997,81,Naked Eye,Luscious Jackson
4422,1997,82,Macarena,Los del Río
4423,1997,83,On & On,Erykah Badu
4424,1997,84,Don't Wanna Be a Player,Joe
4425,1997,85,I Shot the Sheriff,Warren G
4426,1997,86,You Should Be Mine (Don't Waste Your Time),Brian McKnight
4427,1997,87,Don't Cry for Me Argentina,Madonna
4428,1997,88,Someone,SWV
4429,1997,89,Go the Distance,Michael Bolton
4430,1997,90,One More Time,Real McCoy
4431,1997,91,"""Butta Love""",Next
4432,1997,92,Coco Jamboo,Mr. President
4433,1997,93,Twisted,Keith Sweat
4434,1997,94,Barbie Girl,Aqua
4435,1997,95,When You're Gone,The Cranberries
4436,1997,96,Let Me Clear My Throat,DJ Kool
4437,1997,97,I Like It,The Blackout All-Stars
4438,1997,98,You're Makin' Me High,Toni Braxton
4439,1997,99,You Must Love Me,Madonna
4440,1997,100,Let It Go,Ray J
4441,1998,,,
4442,1998,1,Too Close,Next
4443,1998,2,The Boy Is Mine,Brandy
4444,1998,3,You're Still the One,Shania Twain
4445,1998,4,Truly Madly Deeply,Savage Garden
4446,1998,5,How Do I Live,LeAnn Rimes
4447,1998,6,Together Again,Janet
4448,1998,7,All My Life,K-Ci & JoJo
4449,1998,8,Candle in the Wind 1997,Elton John
4450,1998,9,Nice & Slow,Usher
4451,1998,10,I Don't Want to Wait,Paula Cole
4452,1998,11,How's It Going to Be,Third Eye Blind
4453,1998,12,"No, No, No",Destiny's Child
4454,1998,13,My Heart Will Go On,Celine Dion
4455,1998,14,Gettin' Jiggy wit It,Will Smith
4456,1998,15,You Make Me Wanna...,Usher
4457,1998,16,My Way,
4458,1998,17,My All,Mariah Carey
4459,1998,18,The First Night,Monica
4460,1998,19,Been Around the World,Puff Daddy
4461,1998,20,Adia,Sarah McLachlan
4462,1998,21,Crush,Jennifer Paige
4463,1998,22,Everybody (Backstreet's Back),Backstreet Boys
4464,1998,23,I Don't Want to Miss a Thing,Aerosmith
4465,1998,24,Body Bumpin' (Yippie-Yi-Yo),Public Announcement
4466,1998,25,This Kiss,Faith Hill
4467,1998,26,I Don't Ever Want to See You Again,Uncle Sam
4468,1998,27,Let's Ride,Montell Jordan
4469,1998,28,Sex and Candy,Marcy Playground
4470,1998,29,Show Me Love,Robyn
4471,1998,30,A Song for Mama,Boyz II Men
4472,1998,31,What You Want,Mase
4473,1998,32,Frozen,Madonna
4474,1998,33,Gone till November,Wyclef Jean
4475,1998,34,My Body,LSG
4476,1998,35,Tubthumping,Chumbawamba
4477,1998,36,Deja Vu (Uptown Baby),Lord Tariq and Peter Gunz
4478,1998,37,I Want You Back,'N Sync
4479,1998,38,When the Lights Go Out,Five
4480,1998,39,They Don't Know,Jon B.
4481,1998,40,Make 'Em Say Uhh!,Master P
4482,1998,41,Make It Hot,Nicole
4483,1998,42,Never Ever,All Saints
4484,1998,43,I Get Lonely,Janet
4485,1998,44,Feel So Good,Mase
4486,1998,45,Say It,Voices of Theory
4487,1998,46,Kiss the Rain,Billie Myers
4488,1998,47,Come with Me,Puff Daddy
4489,1998,48,Romeo and Juliet,Sylk-E. Fyne
4490,1998,49,It's All About Me,Mýa
4491,1998,50,I Will Come to You,Hanson
4492,1998,51,One Week,Barenaked Ladies
4493,1998,52,Swing My Way,K. P. & Envyi
4494,1998,53,The Arms of the One Who Loves You,Xscape
4495,1998,54,My Love Is the Shhh!,Somethin' for the People
4496,1998,55,Daydreamin',Tatyana Ali
4497,1998,56,We're Not Making Love No More,Dru Hill
4498,1998,57,Semi-Charmed Life,Third Eye Blind
4499,1998,58,I Do,Lisa Loeb
4500,1998,59,Lookin' at Me,Mase
4501,1998,60,Looking Through Your Eyes,LeAnn Rimes
4502,1998,61,Lately,Divine
4503,1998,62,Quit Playing Games (With My Heart),Backstreet Boys
4504,1998,63,"""I Still Love You""",Next
4505,1998,64,Time After Time,INOJ
4506,1998,65,Are You Jimmy Ray?,Jimmy Ray
4507,1998,66,Cruel Summer,Ace of Base
4508,1998,67,I Got the Hook Up,Master P
4509,1998,68,Victory,Puff Daddy
4510,1998,69,Too Much,Spice Girls
4511,1998,70,Ghetto Supastar (That Is What You Are),Pras Michel
4512,1998,71,How Deep Is Your Love,Dru Hill
4513,1998,72,Friend of Mine,Kelly Price
4514,1998,73,Turn It Up (Remix)/Fire It Up,Busta Rhymes
4515,1998,74,I'll Be,Edwin McCain
4516,1998,75,Ray of Light,Madonna
4517,1998,76,All for You,Sister Hazel
4518,1998,77,Touch It,Monifah
4519,1998,78,"Money, Power & Respect",The Lox
4520,1998,79,Bitter Sweet Symphony,The Verve
4521,1998,80,Dangerous,Busta Rhymes
4522,1998,81,Spice Up Your Life,Spice Girls
4523,1998,82,Because of You,98 Degrees
4524,1998,83,The Mummers' Dance,Loreena McKennitt
4525,1998,84,All Cried Out,Allure
4526,1998,85,Still Not a Player,Big Punisher
4527,1998,86,The One I Gave My Heart To,Aaliyah
4528,1998,87,Foolish Games,Jewel
4529,1998,88,Love You Down,INOJ
4530,1998,89,Do for Love,2Pac
4531,1998,90,Raise the Roof,Luke
4532,1998,91,"""Heaven""",Nu Flavor
4533,1998,92,The Party Continues,JD
4534,1998,93,Sock It 2 Me,Missy Elliott
4535,1998,94,"""Butta Love""",Next
4536,1998,95,A Rose Is Still a Rose,Aretha Franklin
4537,1998,96,4 Seasons of Loneliness,Boyz II Men
4538,1998,97,Father,LL Cool J
4539,1998,98,"""Thinkin' Bout It""",Gerald Levert
4540,1998,99,Nobody's Supposed to Be Here,Deborah Cox
4541,1998,100,Westside,TQ
4542,1999,,,
4543,1999,1,Believe,Cher
4544,1999,2,No Scrubs,TLC
4545,1999,3,Angel of Mine,Monica
4546,1999,4,Heartbreak Hotel,Whitney Houston
4547,1999,5,...Baby One More Time,Britney Spears
4548,1999,6,Kiss Me,Sixpence None the Richer
4549,1999,7,Genie in a Bottle,Christina Aguilera
4550,1999,8,Every Morning,Sugar Ray
4551,1999,9,Nobody's Supposed to Be Here,Deborah Cox
4552,1999,10,Livin' la Vida Loca,Ricky Martin
4553,1999,11,Where My Girls At?,702
4554,1999,12,If You Had My Love,Jennifer Lopez
4555,1999,13,Slide,Goo Goo Dolls
4556,1999,14,Have You Ever?,Brandy
4557,1999,15,I Want It That Way,Backstreet Boys
4558,1999,16,I'm Your Angel,R. Kelly
4559,1999,17,All Star,Smash Mouth
4560,1999,18,Angel,Sarah McLachlan
4561,1999,19,Smooth,Santana
4562,1999,20,Unpretty,TLC
4563,1999,21,"Bills, Bills, Bills",Destiny's Child
4564,1999,22,Save Tonight,Eagle-Eye Cherry
4565,1999,23,Last Kiss,Pearl Jam
4566,1999,24,Fortunate,Maxwell
4567,1999,25,All I Have to Give,Backstreet Boys
4568,1999,26,Bailamos,Enrique Iglesias
4569,1999,27,What's It Gonna Be?!,Busta Rhymes
4570,1999,28,What It's Like,Everlast
4571,1999,29,Fly Away,Lenny Kravitz
4572,1999,30,Someday,Sugar Ray
4573,1999,31,Lately,Divine
4574,1999,32,That Don't Impress Me Much,Shania Twain
4575,1999,33,Wild Wild West,Will Smith
4576,1999,34,Scar Tissue,Red Hot Chili Peppers
4577,1999,35,Heartbreaker,Mariah Carey
4578,1999,36,I Still Believe,Mariah Carey
4579,1999,37,The Hardest Thing,98 Degrees
4580,1999,38,Summer Girls,LFO
4581,1999,39,Can I Get A...,Jay-Z
4582,1999,40,Jumper,Third Eye Blind
4583,1999,41,Doo Wop (That Thing),Lauryn Hill
4584,1999,42,Mambo No. 5,Lou Bega
4585,1999,43,Sweet Lady,Tyrese
4586,1999,44,It's Not Right but It's Okay,Whitney Houston
4587,1999,45,(God Must Have Spent) A Little More Time on You,NSYNC
4588,1999,46,Lullaby,Shawn Mullins
4589,1999,47,Anywhere,112
4590,1999,48,Tell Me It's Real,K-Ci & JoJo
4591,1999,49,Back 2 Good,Matchbox 20
4592,1999,50,808,Blaque
4593,1999,51,She's So High,Tal Bachman
4594,1999,52,She's All I Ever Had,Ricky Martin
4595,1999,53,Miami,Will Smith
4596,1999,54,Hands,Jewel
4597,1999,55,Who Dat,JT Money
4598,1999,56,Please Remember Me,Tim McGraw
4599,1999,57,From This Moment On,Shania Twain
4600,1999,58,Love Like This,Faith Evans
4601,1999,59,You,Jesse Powell
4602,1999,60,Trippin',Total
4603,1999,61,"""If You""",Silk
4604,1999,62,Ex-Factor,Lauryn Hill
4605,1999,63,Give It to You,Jordan Knight
4606,1999,64,Black Balloon,Goo Goo Dolls
4607,1999,65,Spend My Life with You,Eric Benét
4608,1999,66,These Are the Times,Dru Hill
4609,1999,67,I Don't Want to Miss a Thing,Mark Chesnutt
4610,1999,68,I Do (Cherish You),98 Degrees
4611,1999,69,Because of You,
4612,1999,70,I Will Remember You,Sarah McLachlan
4613,1999,71,Chanté's Got a Man,Chanté Moore
4614,1999,72,Happily Ever After,Case
4615,1999,73,My Love Is Your Love,Whitney Houston
4616,1999,74,All Night Long,Faith Evans
4617,1999,75,Back That Thang Up,Juvenile
4618,1999,76,Almost Doesn't Count,Brandy
4619,1999,77,Man! I Feel Like a Woman!,Shania Twain
4620,1999,78,Steal My Sunshine,Len
4621,1999,79,I Need to Know,Marc Anthony
4622,1999,80,So Anxious,Ginuwine
4623,1999,81,"""Faded Pictures""",Case
4624,1999,82,Back at One,Brian McKnight
4625,1999,83,When a Woman's Fed Up,R. Kelly
4626,1999,84,How Forever Feels,Kenny Chesney
4627,1999,85,Amazed,Lonestar
4628,1999,86,Sometimes,Britney Spears
4629,1999,87,Ghetto Cowboy,Mo Thugs
4630,1999,88,Out of My Head,Fastball
4631,1999,89,Hard Knock Life (Ghetto Anthem),Jay-Z
4632,1999,90,Jamboree,Naughty by Nature
4633,1999,91,Take Me There,Blackstreet
4634,1999,92,Stay the Same,Joey McIntyre
4635,1999,93,A Lesson in Leavin',Jo Dee Messina
4636,1999,94,Iris,Goo Goo Dolls
4637,1999,95,Satisfy You,Puff Daddy
4638,1999,96,Better Days (And the Bottom Drops Out),Citizen King
4639,1999,97,Music of My Heart,'N Sync
4640,1999,98,Write This Down,George Strait
4641,1999,99,When You Believe,Whitney Houston
4642,1999,100,(God Must Have Spent) A Little More Time on You,Alabama
4643,2000,,,
4644,2000,1,Breathe,Faith Hill
4645,2000,2,Smooth,Santana
4646,2000,3,Maria Maria,Santana
4647,2000,4,I Wanna Know,Joe
4648,2000,5,Everything You Want,Vertical Horizon
4649,2000,6,Say My Name,Destiny's Child
4650,2000,7,I Knew I Loved You,Savage Garden
4651,2000,8,Amazed,Lonestar
4652,2000,9,Bent,Matchbox Twenty
4653,2000,10,He Wasn't Man Enough,Toni Braxton
4654,2000,11,Higher,Creed
4655,2000,12,Try Again,Aaliyah
4656,2000,13,"Jumpin', Jumpin'",Destiny's Child
4657,2000,14,Thong Song,Sisqó
4658,2000,15,Kryptonite,3 Doors Down
4659,2000,16,There You Go,Pink
4660,2000,17,Music,Madonna
4661,2000,18,Doesn't Really Matter,Janet Jackson
4662,2000,19,What a Girl Wants,Christina Aguilera
4663,2000,20,Back at One,Brian McKnight
4664,2000,21,Bye Bye Bye,'N Sync
4665,2000,22,You Sang to Me,Marc Anthony
4666,2000,23,I Need to Know,
4667,2000,24,Get It On Tonite,Montell Jordan
4668,2000,25,Incomplete,Sisqó
4669,2000,26,I Try,Macy Gray
4670,2000,27,It's Gonna Be Me,'N Sync
4671,2000,28,That's the Way It Is,Celine Dion
4672,2000,29,Country Grammar (Hot Shit),Nelly
4673,2000,30,Bring It All to Me,Blaque
4674,2000,31,Show Me the Meaning of Being Lonely,Backstreet Boys
4675,2000,32,Hot Boyz,Missy Elliott
4676,2000,33,Back Here,BBMak
4677,2000,34,It Feels So Good,Sonique
4678,2000,35,Absolutely (Story of a Girl),Nine Days
4679,2000,36,With Arms Wide Open,Creed
4680,2000,37,Be with You,Enrique Iglesias
4681,2000,38,Come On Over Baby (All I Want Is You),Christina Aguilera
4682,2000,39,No More,Ruff Endz
4683,2000,40,All the Small Things,Blink 182
4684,2000,41,The Way You Love Me,Faith Hill
4685,2000,42,I Turn to You,Christina Aguilera
4686,2000,43,Never Let You Go,Third Eye Blind
4687,2000,44,I Need You,LeAnn Rimes
4688,2000,45,Thank God I Found You,Mariah Carey
4689,2000,46,Let's Get Married,Jagged Edge
4690,2000,47,My Love Is Your Love,Whitney Houston
4691,2000,48,Then the Morning Comes,Smash Mouth
4692,2000,49,Blue (Da Ba Dee),Eiffel 65
4693,2000,50,Desert Rose,Sting
4694,2000,51,The Real Slim Shady,Eminem
4695,2000,52,Most Girls,Pink
4696,2000,53,Wifey,Next
4697,2000,54,Wonderful,Everclear
4698,2000,55,Oops!... I Did It Again,Britney Spears
4699,2000,56,I Wanna Love You Forever,Jessica Simpson
4700,2000,57,Give Me Just One Night (Una Noche),98 Degrees
4701,2000,58,Take a Picture,Filter
4702,2000,59,Otherside,Red Hot Chili Peppers
4703,2000,60,Big Pimpin',Jay-Z
4704,2000,61,Purest of Pain (A Puro Dolor),Son by Four
4705,2000,62,He Can't Love U,Jagged Edge
4706,2000,63,Separated,Avant
4707,2000,64,I Wish,Carl Thomas
4708,2000,65,U Know What's Up,Donell Jones
4709,2000,66,Faded,soulDecision
4710,2000,67,Only God Knows Why,Kid Rock
4711,2000,68,Shake Ya Ass,Mystikal
4712,2000,69,Bag Lady,Erykah Badu
4713,2000,70,Meet Virginia,Train
4714,2000,71,Party Up (Up in Here),DMX
4715,2000,72,Case of the Ex (Whatcha Gonna Do),Mýa
4716,2000,73,Forgot About Dre,Dr. Dre
4717,2000,74,That's the Way,Jo Dee Messina
4718,2000,75,Swear It Again,Westlife
4719,2000,76,The Next Episode,Dr. Dre
4720,2000,77,From the Bottom of My Broken Heart,Britney Spears
4721,2000,78,Crash and Burn,Savage Garden
4722,2000,79,Yes!,Chad Brock
4723,2000,80,The Best Day,George Strait
4724,2000,81,Where I Wanna Be,Donell Jones
4725,2000,82,How Do You Like Me Now?!,Toby Keith
4726,2000,83,My Best Friend,Tim McGraw
4727,2000,84,Broadway,Goo Goo Dolls
4728,2000,85,What'chu Like,Da Brat
4729,2000,86,Don't Think I'm Not,Kandi
4730,2000,87,I Hope You Dance,Lee Ann Womack
4731,2000,88,Better Off Alone,Alice Deejay
4732,2000,89,Dance with Me,Debelah Morgan
4733,2000,90,What About Now,Lonestar
4734,2000,91,I Like It,Sammie
4735,2000,92,24/7,Kevon Edmonds
4736,2000,93,Girl on TV,LFO
4737,2000,94,Bounce with Me,Lil' Bow Wow
4738,2000,95,Cowboy Take Me Away,Dixie Chicks
4739,2000,96,I Don't Wanna,Aaliyah
4740,2000,97,Independent Women Part I,Destiny's Child
4741,2000,98,Gotta Tell You,Samantha Mumba
4742,2000,99,Waiting for Tonight,Jennifer Lopez
4743,2000,100,Shackles (Praise You),Mary Mary
4744,2001,,,
4745,2001,1,Hanging by a Moment,Lifehouse
4746,2001,2,Fallin',Alicia Keys
4747,2001,3,All for You,Janet Jackson
4748,2001,4,Drops of Jupiter (Tell Me),Train
4749,2001,5,I'm Real,Jennifer Lopez
4750,2001,6,If You're Gone,Matchbox Twenty
4751,2001,7,Let Me Blow Ya Mind,Eve
4752,2001,8,Thank You,Dido
4753,2001,9,Again,Lenny Kravitz
4754,2001,10,Independent Women Part I,Destiny's Child
4755,2001,11,Hit 'Em Up Style (Oops!),Blu Cantrell
4756,2001,12,It Wasn't Me,Shaggy
4757,2001,13,Stutter,Joe
4758,2001,14,It's Been Awhile,Staind
4759,2001,15,U Remind Me,Usher
4760,2001,16,Where the Party At,Jagged Edge
4761,2001,17,Angel,Shaggy
4762,2001,18,Ride wit Me,Nelly
4763,2001,19,Follow Me,Uncle Kracker
4764,2001,20,Peaches & Cream,112
